county,sex,age,education,marital_status,household_size,roof_type,floor_type,wall_type,cooking_fuel,water_source,toilet_type,owns_computer,owns_motorcycle,owns_car,income_farming,income_employed,income_casual,income_selfemployed,reported_income,expenditure,quintile,livelihood,compliant_premium
20,1,46,3,4,3,5.0,8.0,16.0,5.0,11.0,5.0,0,1,0,1,0,1,0,4000.0,9016.666666666668,3.0,3,247.95833333333337
4,1,70,2,4,4,5.0,9.0,12.0,7.0,9.0,5.0,0,0,0,0,0,0,0,5000.0,15726.666666666666,4.0,4,432.4833333333333
28,2,34,9,4,5,5.0,8.0,13.0,3.0,10.0,5.0,1,0,0,0,1,0,0,16000.0,14611.666666666666,4.0,2,401.8208333333333
6,1,35,5,2,1,5.0,1.0,13.0,5.0,14.0,6.0,0,0,0,1,0,0,0,,1320.0,3.0,1,36.3
19,2,70,2,3,1,5.0,1.0,16.0,5.0,11.0,6.0,0,0,0,1,0,0,0,2000.0,700.0,2.0,5,19.25
32,2,17,4,1,4,5.0,8.0,11.0,7.0,11.0,5.0,0,0,0,0,0,0,0,6000.0,8250.0,4.0,5,226.875
16,1,30,2,4,5,5.0,1.0,13.0,5.0,4.0,5.0,0,0,0,0,0,1,0,10000.0,3050.0,2.0,3,83.875
32,2,20,5,1,2,5.0,8.0,12.0,3.0,11.0,5.0,0,0,0,0,0,0,0,,2200.0,4.0,6,60.5
4,1,18,1,4,5,5.0,8.0,11.0,6.0,14.0,5.0,0,1,0,0,0,0,0,,11700.0,3.0,5,321.75
32,1,50,1,3,1,5.0,1.0,4.0,5.0,4.0,6.0,0,0,0,1,0,0,0,5000.0,8500.0,1.0,1,233.75
32,1,22,3,4,4,5.0,1.0,16.0,5.0,4.0,5.0,0,1,0,1,0,0,0,5000.0,6866.666666666667,2.0,1,188.83333333333334
19,1,35,7,4,4,5.0,8.0,12.0,3.0,11.0,4.0,1,0,0,1,1,0,0,10000.0,26533.333333333336,4.0,2,729.6666666666667
1,1,70,5,4,2,5.0,7.0,11.0,3.0,10.0,1.0,0,0,0,0,0,0,1,48000.0,2300.0,5.0,4,63.25
14,2,21,9,1,2,8.0,8.0,12.0,3.0,10.0,2.0,0,0,0,0,0,0,1,18000.0,10100.0,5.0,4,277.75
40,1,80,2,3,1,5.0,2.0,4.0,5.0,6.0,5.0,0,0,0,0,0,0,0,2000.0,3766.666666666667,2.0,5,103.58333333333334
5,1,40,2,4,7,5.0,8.0,11.0,7.0,8.0,4.0,0,0,0,0,0,0,0,,18200.0,4.0,5,500.5
31,1,47,4,4,6,5.0,1.0,4.0,5.0,13.0,5.0,0,0,0,1,0,0,0,25000.0,14333.333333333334,2.0,6,394.1666666666667
44,1,51,5,4,10,5.0,8.0,12.0,5.0,4.0,6.0,0,0,0,1,0,0,0,3000.0,17900.0,3.0,1,492.25
11,1,34,5,4,6,5.0,8.0,11.0,7.0,15.0,5.0,0,1,0,0,0,1,0,15000.0,20200.0,3.0,3,555.5
45,1,42,3,4,4,5.0,1.0,4.0,5.0,4.0,6.0,0,0,0,0,0,1,0,800.0,6166.666666666666,1.0,3,169.58333333333331
24,2,62,3,2,8,5.0,8.0,4.0,5.0,4.0,5.0,0,0,0,1,0,0,0,16000.0,8700.0,1.0,1,239.25
31,2,38,3,3,6,5.0,1.0,10.0,5.0,7.0,5.0,0,0,0,0,0,1,0,3500.0,11816.666666666668,2.0,3,324.95833333333337
3,1,50,3,4,4,5.0,8.0,12.0,7.0,14.0,5.0,0,0,0,0,0,1,1,,13666.666666666668,3.0,3,375.83333333333337
8,1,30,1,4,7,3.0,1.0,3.0,5.0,9.0,8.0,0,0,0,0,0,0,0,10000.0,7500.0,1.0,5,206.25
33,1,50,3,4,4,5.0,8.0,6.0,5.0,4.0,5.0,0,0,0,0,0,0,0,,1420.0,3.0,5,39.05
37,1,45,3,4,6,5.0,8.0,4.0,5.0,9.0,5.0,0,0,0,1,0,0,0,2000.0,3226.666666666667,2.0,1,88.73333333333335
12,1,30,5,4,3,5.0,7.0,12.0,3.0,10.0,2.0,1,0,0,0,1,0,1,15000.0,25300.0,5.0,4,695.75
40,1,29,2,4,4,2.0,2.0,4.0,5.0,4.0,5.0,0,0,0,0,0,1,0,5000.0,4133.333333333333,1.0,3,113.66666666666666
42,1,21,2,4,2,5.0,1.0,4.0,5.0,14.0,5.0,0,0,0,0,0,1,0,1000.0,6200.0,1.0,3,170.5
16,1,30,7,4,4,5.0,8.0,12.0,3.0,14.0,2.0,0,0,0,0,1,1,0,12000.0,19700.0,5.0,2,541.75
27,2,34,4,1,4,5.0,8.0,11.0,7.0,11.0,9.0,0,0,0,0,0,1,0,3000.0,9800.0,4.0,3,269.5
22,2,78,1,3,1,5.0,1.0,10.0,5.0,7.0,5.0,0,0,0,0,0,1,0,4800.0,1050.0,2.0,3,28.875
7,1,17,4,1,9,5.0,1.0,4.0,5.0,9.0,5.0,0,0,0,0,0,0,0,,24833.333333333336,1.0,6,682.9166666666667
33,1,33,2,4,5,5.0,1.0,4.0,5.0,4.0,5.0,0,0,0,1,0,0,0,13000.0,7533.333333333334,1.0,1,207.16666666666669
14,1,58,7,4,3,5.0,7.0,12.0,4.0,10.0,2.0,1,1,1,1,0,0,0,15000.0,8033.333333333334,5.0,1,220.91666666666669
1,2,50,2,3,11,5.0,7.0,11.0,7.0,13.0,3.0,0,0,0,0,0,1,1,,14433.333333333332,5.0,4,396.91666666666663
16,2,18,5,1,3,5.0,7.0,12.0,5.0,4.0,5.0,0,0,0,0,0,0,0,500.0,4900.0,3.0,5,134.75
8,2,33,1,4,6,2.0,1.0,1.0,5.0,9.0,8.0,0,0,0,0,0,0,0,,13500.0,1.0,6,371.25
11,2,38,1,2,11,5.0,1.0,1.0,5.0,9.0,6.0,0,0,0,1,0,0,0,,15700.0,1.0,1,431.75
30,1,25,5,4,5,2.0,1.0,4.0,5.0,4.0,5.0,0,0,0,0,0,1,0,3000.0,3616.6666666666665,1.0,3,99.45833333333333
9,1,28,1,4,4,2.0,1.0,2.0,5.0,9.0,6.0,0,0,0,0,0,0,0,5000.0,8600.0,1.0,6,236.5
21,1,65,2,4,2,5.0,1.0,10.0,5.0,4.0,5.0,0,0,0,0,0,0,0,,1050.0,1.0,5,28.875
45,1,51,4,4,2,5.0,8.0,13.0,5.0,4.0,4.0,0,0,0,0,0,0,1,4000.0,5006.666666666666,3.0,4,137.6833333333333
4,1,22,2,4,4,2.0,1.0,4.0,5.0,4.0,8.0,0,0,0,0,0,0,1,2000.0,5000.0,1.0,4,137.5
5,2,75,5,1,4,5.0,1.0,4.0,5.0,9.0,5.0,0,0,0,1,0,0,0,5000.0,11850.0,1.0,1,325.875
32,1,77,2,4,5,5.0,1.0,10.0,5.0,13.0,5.0,0,0,0,1,0,0,0,3000.0,7033.333333333334,1.0,1,193.41666666666669
35,1,22,5,1,6,5.0,8.0,16.0,5.0,4.0,5.0,0,0,0,0,0,0,0,2000.0,36283.333333333336,2.0,5,997.7916666666667
13,1,39,3,4,3,5.0,8.0,16.0,5.0,11.0,5.0,0,0,0,1,0,0,0,3000.0,3666.666666666667,3.0,1,100.83333333333334
37,1,16,4,1,6,5.0,2.0,4.0,5.0,7.0,6.0,0,0,0,1,0,1,0,450.0,5166.666666666667,1.0,1,142.08333333333334
16,1,31,3,4,6,5.0,1.0,13.0,5.0,9.0,5.0,0,0,0,0,0,1,0,10000.0,14733.333333333334,2.0,3,405.1666666666667
35,1,30,7,4,4,5.0,8.0,16.0,5.0,4.0,5.0,0,0,0,0,0,0,0,400.0,4716.666666666666,3.0,5,129.70833333333331
17,1,43,4,4,6,5.0,8.0,11.0,5.0,11.0,4.0,0,1,0,1,0,1,0,6000.0,11433.333333333332,4.0,3,314.41666666666663
22,1,54,3,4,1,5.0,8.0,11.0,5.0,11.0,5.0,0,0,0,1,0,1,0,24000.0,19366.666666666668,3.0,3,532.5833333333334
16,2,41,5,4,5,5.0,7.0,11.0,5.0,7.0,5.0,0,0,0,1,0,0,0,5000.0,8066.666666666667,3.0,5,221.83333333333334
32,2,40,1,2,8,5.0,1.0,4.0,5.0,4.0,5.0,0,0,0,0,0,1,0,2700.0,3966.666666666667,1.0,3,109.08333333333334
22,2,50,3,3,1,5.0,8.0,12.0,5.0,7.0,5.0,0,0,0,1,0,0,0,30000.0,3000.0,3.0,1,82.5
45,1,76,2,3,1,5.0,1.0,4.0,5.0,4.0,5.0,0,0,0,1,0,0,0,1000.0,1200.0,1.0,1,33.0
40,1,45,3,4,8,5.0,2.0,4.0,5.0,9.0,5.0,0,0,0,1,0,0,0,2000.0,3883.3333333333335,2.0,1,106.79166666666667
3,1,18,3,1,7,3.0,1.0,4.0,7.0,14.0,5.0,0,0,0,0,0,1,0,2500.0,4716.666666666667,2.0,3,129.70833333333334
45,1,52,2,4,2,4.0,1.0,5.0,5.0,4.0,8.0,0,0,0,0,0,1,0,1500.0,2000.0,1.0,3,55.0
16,1,42,4,4,5,5.0,7.0,11.0,3.0,10.0,2.0,0,1,1,0,0,0,1,100000.0,37000.0,5.0,4,1017.5
39,2,88,2,3,3,5.0,8.0,12.0,5.0,5.0,2.0,0,0,0,0,0,0,0,6000.0,6050.0,3.0,5,166.375
4,1,17,5,1,11,2.0,1.0,4.0,5.0,9.0,5.0,0,0,0,0,0,0,0,3000.0,44200.0,1.0,5,1215.5
27,1,30,4,4,5,5.0,8.0,16.0,5.0,9.0,5.0,0,0,0,1,0,0,0,2000.0,12916.666666666668,3.0,1,355.20833333333337
19,1,25,7,1,1,5.0,8.0,12.0,3.0,13.0,5.0,0,1,0,1,1,0,1,21000.0,9000.0,4.0,4,247.5
46,1,33,5,1,1,5.0,8.0,12.0,5.0,7.0,5.0,0,0,0,1,0,1,0,4000.0,8386.666666666668,3.0,3,230.63333333333335
1,1,36,7,1,3,5.0,7.0,11.0,7.0,14.0,3.0,0,0,0,1,0,0,1,12000.0,5100.0,5.0,1,140.25
13,1,65,2,2,2,5.0,1.0,4.0,5.0,8.0,5.0,0,0,0,1,0,0,0,16000.0,2200.0,1.0,1,60.5
25,1,24,1,1,8,12.0,1.0,2.0,5.0,2.0,8.0,0,0,0,1,0,0,0,6000.0,4550.0,1.0,1,125.125
46,1,22,4,4,3,5.0,7.0,12.0,5.0,4.0,4.0,0,0,0,0,0,1,0,1000.0,7853.333333333334,3.0,3,215.9666666666667
44,1,85,2,4,2,5.0,1.0,5.0,5.0,15.0,6.0,0,0,0,0,0,0,0,2000.0,300.0,1.0,5,8.25
14,1,37,3,4,6,5.0,1.0,4.0,5.0,4.0,5.0,0,1,0,1,0,0,1,5000.0,16133.333333333334,2.0,4,443.6666666666667
32,1,33,7,4,4,5.0,8.0,11.0,3.0,9.0,5.0,0,0,0,0,0,0,0,7000.0,8966.666666666668,4.0,6,246.58333333333337
30,1,36,2,3,7,5.0,1.0,4.0,5.0,4.0,8.0,0,0,0,1,0,1,0,1500.0,8450.0,1.0,1,232.375
39,1,56,4,4,4,5.0,2.0,4.0,5.0,5.0,5.0,0,0,0,1,0,0,0,,900.0,2.0,1,24.75
27,2,20,5,1,2,5.0,8.0,11.0,5.0,9.0,5.0,0,0,0,0,0,0,0,1000.0,510.0,3.0,5,14.025
13,1,35,3,4,2,5.0,8.0,16.0,5.0,4.0,5.0,0,0,0,1,0,1,0,10000.0,10216.666666666668,2.0,3,280.95833333333337
36,1,34,4,4,1,5.0,8.0,11.0,5.0,10.0,5.0,0,0,0,0,1,0,0,11000.0,5520.0,4.0,2,151.8
18,1,38,3,4,7,5.0,1.0,6.0,5.0,8.0,6.0,0,0,0,0,1,0,0,13000.0,31166.666666666664,2.0,2,857.0833333333333
2,2,23,8,1,3,5.0,8.0,6.0,3.0,10.0,4.0,0,1,0,0,0,0,0,6000.0,13433.333333333334,4.0,5,369.4166666666667
27,1,65,5,4,3,5.0,8.0,11.0,5.0,7.0,2.0,0,0,0,1,0,0,0,20000.0,14333.333333333332,4.0,1,394.16666666666663
36,1,28,5,4,3,5.0,1.0,4.0,5.0,4.0,5.0,0,0,0,0,0,0,1,10000.0,7110.0,1.0,4,195.525
31,1,75,3,3,1,5.0,1.0,2.0,5.0,13.0,6.0,0,0,0,1,0,0,0,3000.0,4000.0,1.0,1,110.0
3,1,50,3,4,6,5.0,1.0,4.0,5.0,14.0,6.0,0,0,0,0,0,1,0,,6966.666666666667,2.0,3,191.58333333333334
24,1,30,4,4,6,5.0,2.0,4.0,5.0,4.0,5.0,0,0,0,1,0,0,1,6000.0,8000.0,1.0,4,220.0
1,1,18,5,1,5,8.0,7.0,11.0,3.0,10.0,4.0,1,0,1,0,0,0,0,,6350.0,5.0,6,174.625
8,1,17,3,1,9,5.0,8.0,11.0,5.0,9.0,7.0,0,0,0,0,0,0,0,,16700.0,3.0,5,459.25
43,1,25,5,4,3,5.0,8.0,10.0,7.0,14.0,5.0,0,0,0,0,0,0,1,5000.0,10450.0,3.0,4,287.375
20,1,66,9,4,3,11.0,8.0,12.0,3.0,10.0,9.0,1,0,1,1,0,0,0,,3100.0,5.0,1,85.25
18,1,24,6,1,1,5.0,7.0,12.0,3.0,10.0,2.0,0,0,0,0,1,0,0,50000.0,11450.0,5.0,2,314.875
28,1,27,3,1,6,5.0,8.0,16.0,5.0,6.0,5.0,0,0,0,0,0,1,0,5200.0,9500.0,3.0,3,261.25
45,2,43,3,2,3,5.0,7.0,12.0,2.0,9.0,5.0,0,0,0,0,0,0,1,5000.0,13883.333333333332,4.0,4,381.79166666666663
37,1,54,3,4,7,5.0,2.0,4.0,5.0,4.0,5.0,0,0,0,1,0,1,0,300.0,8866.666666666668,1.0,1,243.83333333333337
16,1,29,3,4,5,5.0,8.0,12.0,3.0,14.0,5.0,0,0,0,0,0,0,0,1500.0,4523.333333333333,4.0,5,124.39166666666667
44,2,90,2,3,1,5.0,7.0,12.0,5.0,7.0,5.0,0,0,0,0,0,0,0,2000.0,7200.0,3.0,5,198.0
46,2,30,9,1,2,5.0,7.0,6.0,4.0,7.0,1.0,0,0,0,0,1,0,0,45000.0,22200.0,5.0,2,610.5
27,1,23,5,1,5,5.0,7.0,11.0,3.0,10.0,1.0,0,0,0,0,0,1,0,5000.0,21700.0,5.0,3,596.75
42,1,49,3,4,8,5.0,1.0,4.0,5.0,9.0,5.0,0,0,0,1,0,1,0,3000.0,25100.0,2.0,1,690.25
35,2,46,7,4,1,5.0,7.0,12.0,3.0,7.0,4.0,1,0,1,1,1,0,0,40000.0,14366.666666666668,5.0,2,395.08333333333337
30,1,37,2,4,6,5.0,1.0,4.0,5.0,14.0,8.0,0,0,0,1,0,1,0,5000.0,3153.333333333333,1.0,1,86.71666666666665
40,1,36,2,4,6,5.0,2.0,4.0,5.0,9.0,6.0,0,0,0,0,0,1,0,2000.0,2433.333333333333,1.0,3,66.91666666666666
33,1,24,4,4,5,5.0,1.0,4.0,5.0,4.0,5.0,0,1,0,0,0,0,0,2000.0,1213.3333333333333,1.0,5,33.36666666666667
36,2,34,7,4,3,5.0,8.0,10.0,3.0,11.0,5.0,0,0,1,0,1,0,0,18000.0,20933.333333333336,4.0,2,575.6666666666667
44,1,32,6,4,4,9.0,8.0,11.0,3.0,9.0,2.0,0,0,0,0,1,0,0,55000.0,9433.333333333334,5.0,2,259.4166666666667
21,2,34,5,1,1,5.0,8.0,12.0,3.0,11.0,1.0,0,0,0,0,0,1,0,5000.0,11666.666666666668,5.0,3,320.83333333333337
30,1,35,1,4,5,5.0,1.0,4.0,5.0,4.0,8.0,0,0,0,1,0,0,0,10000.0,9666.666666666668,1.0,1,265.83333333333337
44,1,16,4,1,6,5.0,1.0,12.0,5.0,4.0,5.0,0,0,0,0,0,0,0,500.0,5716.666666666667,2.0,5,157.20833333333334
17,1,52,3,4,4,5.0,8.0,12.0,5.0,14.0,5.0,0,1,0,1,0,0,0,10000.0,9883.333333333334,4.0,1,271.7916666666667
11,2,17,4,1,5,5.0,8.0,16.0,5.0,14.0,5.0,0,0,0,0,0,0,0,100.0,8783.333333333332,2.0,5,241.54166666666663
33,1,24,2,4,3,5.0,8.0,12.0,3.0,9.0,4.0,0,0,0,0,0,0,0,1500.0,13550.0,4.0,5,372.625
31,1,40,4,4,4,5.0,8.0,10.0,5.0,11.0,5.0,0,0,0,1,0,0,0,6000.0,21000.0,3.0,1,577.5
4,1,30,1,4,7,2.0,1.0,4.0,5.0,4.0,8.0,0,0,0,0,0,0,0,,6220.0,1.0,5,171.05
8,1,35,1,4,9,5.0,1.0,2.0,5.0,9.0,5.0,0,0,0,0,0,0,0,15000.0,16020.0,1.0,5,440.55
40,1,37,2,4,7,5.0,2.0,4.0,5.0,4.0,5.0,0,0,0,0,0,1,0,600.0,220.0,1.0,3,6.05
38,1,19,4,1,4,5.0,2.0,4.0,5.0,4.0,4.0,0,0,0,0,0,1,0,500.0,1550.0,2.0,5,42.625
1,1,32,4,4,3,5.0,9.0,11.0,3.0,11.0,1.0,0,1,0,0,0,0,0,5000.0,6816.666666666667,5.0,5,187.45833333333334
41,1,40,9,4,6,5.0,7.0,12.0,3.0,11.0,4.0,0,0,0,0,1,0,0,62000.0,44333.33333333333,5.0,2,1219.1666666666665
47,1,46,9,4,6,11.0,5.0,12.0,3.0,10.0,4.0,1,0,1,0,0,0,1,37500.0,16893.333333333332,5.0,4,464.56666666666666
25,1,38,5,4,1,5.0,8.0,12.0,7.0,14.0,4.0,0,0,0,0,0,0,1,10000.0,26100.0,4.0,4,717.75
20,1,56,5,4,3,5.0,8.0,12.0,5.0,11.0,2.0,1,1,0,1,0,0,0,8000.0,9266.666666666668,4.0,1,254.83333333333337
38,1,36,6,4,2,5.0,8.0,13.0,7.0,4.0,4.0,0,0,0,0,0,1,0,45000.0,21750.0,4.0,3,598.125
28,1,34,5,4,8,5.0,1.0,4.0,5.0,4.0,5.0,0,0,0,1,0,0,0,2000.0,16700.0,1.0,1,459.25
22,1,40,4,2,1,5.0,8.0,10.0,3.0,12.0,5.0,0,0,0,0,1,0,0,15000.0,17700.0,4.0,2,486.75
3,2,16,2,1,4,5.0,1.0,13.0,5.0,14.0,5.0,0,0,0,1,0,0,0,5000.0,5100.0,2.0,1,140.25
31,1,27,9,4,3,5.0,8.0,12.0,3.0,10.0,2.0,0,0,0,0,1,0,0,15000.0,22433.333333333336,5.0,2,616.9166666666667
21,2,58,3,3,2,5.0,8.0,12.0,1.0,11.0,4.0,0,0,0,1,0,0,0,3500.0,15633.333333333334,4.0,1,429.9166666666667
8,2,59,1,3,8,5.0,4.0,5.0,5.0,14.0,5.0,0,0,0,0,0,0,0,7000.0,6433.333333333333,1.0,6,176.91666666666666
17,1,46,2,4,7,5.0,1.0,13.0,5.0,14.0,5.0,0,0,0,1,0,1,0,15000.0,7900.0,2.0,3,217.25
45,1,47,7,4,6,5.0,8.0,11.0,5.0,13.0,6.0,0,0,0,0,1,0,0,15000.0,18000.0,4.0,2,495.0
28,1,40,3,4,8,2.0,1.0,4.0,5.0,4.0,8.0,0,0,0,1,0,0,0,,4833.333333333333,1.0,1,132.91666666666666
10,1,34,1,4,11,2.0,1.0,2.0,5.0,9.0,8.0,0,0,0,1,0,0,0,4500.0,7716.666666666667,1.0,1,212.20833333333334
41,1,60,2,4,8,5.0,1.0,4.0,5.0,13.0,8.0,0,0,0,0,0,1,0,750.0,14833.333333333332,1.0,3,407.91666666666663
31,1,17,4,1,5,5.0,7.0,12.0,3.0,10.0,4.0,0,0,1,0,0,0,0,1000.0,37666.66666666667,5.0,6,1035.8333333333335
13,1,45,5,4,4,5.0,1.0,16.0,5.0,11.0,5.0,0,0,0,1,0,1,0,4000.0,10120.0,2.0,3,278.3
10,2,38,1,3,7,2.0,1.0,4.0,5.0,8.0,6.0,0,0,0,1,0,0,0,8000.0,4900.0,1.0,1,134.75
37,1,20,6,1,3,5.0,8.0,13.0,5.0,4.0,5.0,0,0,0,1,1,1,0,6000.0,41483.33333333333,3.0,1,1140.7916666666665
18,1,44,3,4,6,5.0,1.0,9.0,5.0,11.0,6.0,0,0,0,0,0,1,0,5000.0,5050.0,1.0,3,138.875
15,1,30,5,4,3,5.0,1.0,13.0,5.0,4.0,6.0,0,0,0,0,0,1,0,12500.0,4566.666666666666,2.0,3,125.58333333333331
28,1,44,9,4,5,5.0,8.0,13.0,7.0,11.0,5.0,0,1,1,1,0,0,1,20000.0,22500.0,4.0,4,618.75
42,1,29,4,4,4,5.0,8.0,12.0,7.0,14.0,5.0,0,0,0,0,1,0,1,7500.0,5700.0,3.0,2,156.75
29,1,18,3,4,6,5.0,2.0,4.0,5.0,9.0,5.0,0,0,0,0,0,0,0,3000.0,3000.0,2.0,5,82.5
22,1,35,3,1,1,5.0,8.0,12.0,3.0,7.0,5.0,0,1,0,0,0,1,0,11000.0,6300.0,4.0,3,173.25
40,1,23,5,1,8,5.0,2.0,4.0,5.0,1.0,5.0,0,0,0,0,0,0,0,,700.0,2.0,6,19.25
35,1,28,5,1,9,2.0,1.0,4.0,5.0,8.0,6.0,0,0,0,0,0,1,0,800.0,15016.666666666668,1.0,3,412.95833333333337
4,1,76,1,4,8,2.0,1.0,3.0,5.0,1.0,8.0,0,0,0,1,0,0,0,10000.0,14040.0,1.0,1,386.1
16,1,50,4,4,3,5.0,1.0,13.0,5.0,8.0,5.0,0,0,0,0,0,1,0,12000.0,16900.0,2.0,3,464.75
44,2,32,3,3,5,5.0,8.0,13.0,5.0,4.0,5.0,0,0,0,0,0,1,0,500.0,433.3333333333333,3.0,3,11.916666666666666
25,2,32,5,1,1,5.0,8.0,11.0,7.0,10.0,5.0,0,0,0,0,1,0,0,21000.0,18200.0,4.0,2,500.5
15,1,46,3,4,4,5.0,8.0,12.0,5.0,9.0,5.0,0,0,0,1,0,0,0,25000.0,20120.0,3.0,5,553.3
35,1,70,4,4,3,5.0,8.0,16.0,5.0,4.0,2.0,0,0,0,1,0,0,0,2000.0,9070.0,3.0,1,249.425
11,1,17,4,1,7,5.0,1.0,4.0,5.0,9.0,5.0,0,0,0,0,0,0,0,5200.0,20716.666666666668,1.0,5,569.7083333333334
36,2,41,4,4,5,5.0,8.0,12.0,5.0,10.0,4.0,0,0,0,0,1,0,0,14000.0,10700.0,4.0,2,294.25
16,1,34,3,4,6,8.0,8.0,12.0,3.0,14.0,5.0,0,0,0,0,0,1,0,5000.0,16650.0,5.0,3,457.875
44,1,32,5,4,6,5.0,7.0,12.0,5.0,7.0,5.0,0,0,0,1,0,0,0,1000.0,4900.0,4.0,1,134.75
23,2,17,1,1,8,5.0,1.0,10.0,5.0,15.0,6.0,0,0,0,0,0,1,0,5000.0,7550.0,1.0,3,207.625
7,1,42,1,4,6,2.0,1.0,2.0,5.0,1.0,8.0,0,0,0,0,0,0,0,5000.0,9250.0,1.0,5,254.375
35,2,53,5,1,1,5.0,8.0,12.0,7.0,9.0,5.0,0,0,0,0,0,0,1,5000.0,6700.0,3.0,4,184.25
43,2,18,5,1,5,5.0,2.0,4.0,5.0,15.0,5.0,0,0,0,1,0,0,1,8000.0,5450.0,1.0,4,149.875
18,2,49,3,1,2,5.0,8.0,12.0,3.0,11.0,5.0,0,0,0,0,0,1,0,7000.0,3370.0,4.0,3,92.675
3,1,25,3,1,1,5.0,8.0,11.0,5.0,11.0,5.0,0,0,0,0,0,1,0,,7216.666666666667,3.0,3,198.45833333333334
43,1,21,2,1,5,5.0,1.0,5.0,5.0,13.0,6.0,0,0,0,0,0,1,0,3000.0,3250.0,1.0,3,89.375
38,2,45,5,2,3,5.0,8.0,4.0,5.0,4.0,5.0,0,0,0,0,0,0,1,5000.0,5403.333333333333,2.0,4,148.59166666666667
22,2,26,9,4,2,5.0,7.0,12.0,3.0,10.0,2.0,0,0,0,0,0,0,0,,19550.0,5.0,5,537.625
33,2,66,2,3,4,5.0,1.0,4.0,5.0,4.0,6.0,0,0,0,1,0,0,0,1700.0,6583.333333333334,1.0,1,181.04166666666669
40,2,73,1,3,2,5.0,2.0,4.0,5.0,9.0,5.0,0,0,0,0,0,0,1,200.0,200.0,1.0,4,5.5
6,2,40,5,4,5,5.0,1.0,4.0,5.0,14.0,5.0,0,0,0,0,0,1,0,,12283.333333333332,1.0,3,337.79166666666663
25,2,57,1,3,6,6.0,1.0,2.0,5.0,4.0,8.0,0,0,0,0,0,0,1,,1550.0,1.0,4,42.625
8,1,32,1,4,9,5.0,3.0,5.0,5.0,2.0,5.0,0,0,0,1,0,0,0,20000.0,11500.0,1.0,1,316.25
32,1,16,4,2,5,5.0,2.0,4.0,5.0,13.0,5.0,0,1,0,0,0,0,0,100.0,5066.666666666666,2.0,5,139.33333333333331
45,1,46,9,4,3,8.0,8.0,11.0,3.0,10.0,2.0,1,0,0,0,0,0,1,85000.0,13866.666666666668,5.0,4,381.33333333333337
44,1,61,7,4,4,5.0,8.0,11.0,5.0,4.0,5.0,0,0,0,1,0,0,1,20000.0,22900.0,3.0,4,629.75
4,1,30,1,3,5,2.0,1.0,2.0,5.0,1.0,8.0,0,0,0,0,0,0,0,,13550.0,1.0,5,372.625
16,1,24,5,1,8,5.0,1.0,13.0,5.0,7.0,5.0,0,0,0,0,0,0,1,21000.0,4150.0,2.0,4,114.125
3,2,32,3,1,2,5.0,8.0,11.0,7.0,10.0,4.0,0,0,0,0,0,0,1,5000.0,18400.0,5.0,5,506.0
47,1,21,5,1,2,5.0,8.0,11.0,2.0,14.0,6.0,0,0,0,0,1,0,0,,3550.0,2.0,2,97.625
32,1,41,3,4,5,5.0,1.0,4.0,5.0,14.0,5.0,0,0,0,0,1,0,0,7000.0,5066.666666666667,1.0,2,139.33333333333334
11,1,35,4,4,3,5.0,8.0,1.0,7.0,15.0,5.0,0,0,0,0,0,0,1,18500.0,8600.0,2.0,4,236.5
38,2,43,2,3,3,5.0,2.0,4.0,5.0,14.0,5.0,0,0,0,0,0,0,1,6000.0,10916.666666666666,2.0,4,300.2083333333333
28,1,20,5,1,8,5.0,8.0,12.0,5.0,13.0,5.0,0,0,0,1,0,1,0,6000.0,31433.333333333332,3.0,1,864.4166666666666
31,1,32,3,4,5,5.0,1.0,4.0,5.0,2.0,6.0,0,0,0,0,0,1,0,900.0,3550.0,1.0,3,97.625
27,1,58,5,4,2,5.0,7.0,11.0,3.0,10.0,2.0,0,0,0,1,0,0,0,6000.0,8400.0,5.0,1,231.0
13,2,29,5,1,1,5.0,8.0,12.0,7.0,10.0,2.0,0,0,0,0,1,0,0,25000.0,17540.0,5.0,2,482.35
1,1,55,4,4,2,5.0,8.0,11.0,7.0,14.0,5.0,0,0,0,0,0,0,1,5000.0,6833.333333333334,3.0,4,187.91666666666669
37,2,52,2,4,5,5.0,2.0,4.0,5.0,4.0,6.0,0,0,0,1,0,1,0,1000.0,5470.0,1.0,1,150.425
23,1,53,1,4,4,5.0,2.0,4.0,5.0,4.0,8.0,0,0,0,0,0,1,0,3000.0,3166.6666666666665,1.0,3,87.08333333333333
18,2,47,2,1,5,5.0,1.0,4.0,5.0,13.0,6.0,0,0,0,0,0,1,0,1000.0,2520.0,1.0,3,69.3
26,2,78,1,3,4,5.0,2.0,4.0,5.0,4.0,5.0,0,0,0,0,0,0,0,500.0,1900.0,1.0,5,52.25
42,1,16,4,1,5,5.0,8.0,6.0,7.0,15.0,6.0,0,0,0,0,0,0,0,200.0,9533.333333333334,2.0,5,262.1666666666667
3,1,18,4,1,8,5.0,1.0,4.0,5.0,14.0,5.0,0,0,0,0,0,0,0,,5166.666666666666,2.0,5,142.08333333333331
47,2,28,7,1,1,8.0,8.0,11.0,2.0,10.0,1.0,0,0,0,0,0,1,0,7000.0,8710.0,5.0,3,239.525
11,1,36,1,4,6,5.0,8.0,1.0,5.0,9.0,8.0,0,1,0,0,0,0,0,4200.0,4400.0,1.0,5,121.0
